codeCPV_2,codeCPV_FR
16611200,Machines de nettoyage de fruits
16612000,Machines de tri ou de calibrage de produits agricoles
16612100,Machines de tri ou de calibrage d'œufs
16612200,Machines de tri ou de calibrage de fruits
16613000,"Machines de nettoyage, de tri ou de calibrage de semences, de graines ou de légumes secs"
16620000,Trayeuses
16630000,Machines de préparation d'aliments pour animaux
16640000,Machines apicoles
16650000,Machines avicoles
16651000,Incubateurs et écloseries avicoles
16700000,Tracteurs
16710000,Tracteurs agricoles à conducteur accompagnant
16720000,Tracteurs d'occasion
16730000,Moteurs de traction
16800000,Pièces pour machines agricoles et sylvicoles
16810000,Pièces pour machines agricoles
16820000,Pièces pour machines sylvicoles
18000000,"Vêtements, articles chaussants, bagages et accessoires"
18100000,"Vêtements professionnels, vêtements de travail spéciaux et accessoires"
18110000,Vêtements professionnels
18113000,Vêtements à usage industriel
18114000,Combinaisons de travail
18130000,Vêtements de travail spéciaux
18132000,Vêtements d'aviateur
18132100,Vestons d'aviateur
18132200,Combinaisons d'aviateur
18140000,Accessoires pour vêtements de travail
18141000,Gants de travail
18142000,Visières de sécurité
18143000,Équipements de protection
18200000,Vêtements d'extérieur
18210000,Manteaux
18211000,Pèlerines
18212000,Capes
18213000,Coupe-vent
18220000,Vêtements de protection contre les intempéries
18221000,Vêtements imperméables
18221100,Pèlerines imperméables
18221200,Anoraks
18221300,Imperméables
18222000,Vêtements de fonction
18222100,Costumes (hommes); tailleurs (femmes)
18222200,Ensembles
18223000,Vestes et blazers
18223100,Blazers
18223200,Vestes
18224000,Vêtements en tissu enduit ou imprégné
18230000,Vêtements d'extérieur divers
18231000,Robes
18232000,Jupes
18233000,Shorts
18234000,Pantalons
18235000,"Pull-overs, cardigans et articles similaires"
18235100,Pull-overs
18235200,Cardigans
18235300,Sweat-shirts
18235400,Gilets
18300000,Articles d'habillement
18310000,Sous-vêtements
18311000,Combinaisons
18312000,Caleçons
18313000,Slips pour femmes
18314000,Peignoirs de bain
18315000,Bas
18316000,Collants
18317000,Chaussettes
18318000,Vêtements de nuit
18318100,Chemises de nuit
18318200,Robes de chambre
18318300,Pyjamas
18318400,Maillots de corps
18318500,Chemises de nuit pour femmes
18320000,"Soutiens-gorge, corsets, jarretelles et articles similaires"
18321000,Soutiens-gorge
18322000,Corsets
18323000,Jarretelles
18330000,T-shirts et chemises
18331000,T-shirts
18332000,Chemises
18333000,Chemises polo
18400000,Vêtements spéciaux et accessoires
18410000,Vêtements spéciaux
18411000,Vêtements pour bébés
18412000,Vêtements de sport
18412100,Survêtements de sport
18412200,Chemises de sport
18412300,Combinaisons de ski
18412800,Maillots de bain
18420000,Accessoires d'habillement
18421000,Mouchoirs
18422000,Écharpes
18423000,Cravates
18424000,Gants
18424300,Gants jetables
18424400,Moufles
18424500,Gants à crispin
18425000,Ceintures
18425100,Cartouchières
18440000,Chapeaux et coiffures
18441000,Chapeaux
18443000,Coiffures et accessoires de coiffure
18443100,Serre-tête
18443300,Coiffures
18443310,Bérets
18443320,Calots de campagne
18443330,Capuchons
18443340,Képis
18443400,Jugulaires pour coiffures
18443500,Visières
18444000,Coiffures de protection
18444100,Coiffures de sécurité
18444110,Casques
18444111,Casques antichoc
18444112,Casques pour cyclistes
18444200,Casques de sécurité
18450000,Fermetures (vêtements)
18451000,Boutons
18451100,Parties de boutons
18452000,Épingles de sûreté
18453000,Fermetures à glissière
18500000,"Bijouterie, montres et articles connexes"
18510000,Bijouterie et articles connexes
18511000,Pierres précieuses pour bijouterie
18511100,Diamants
18511200,Rubis
18511300,Émeraudes
18511400,Opale
18511500,Quartz
18511600,Tourmaline
18512000,Pièces de monnaie et médailles
18512100,Pièces de monnaie
18512200,Médailles
18513000,Bijoux
18513100,Perles
18513200,Pièces d'orfèvrerie
18513300,Objets en métal précieux
18513400,Objets en pierres précieuses ou semi-précieuses
18513500,Pièces d'argenterie
18520000,Horlogerie personnelle
18521000,Montres
18521100,Verre à montres
18522000,Montres-bracelets
18523000,Chronomètres
18530000,Cadeaux et prix
18600000,Fourrure et articles en fourrure
18610000,Articles en fourrure
18611000,Pelleterie
18612000,Vêtements en fourrure
18613000,Articles en fourrure synthétique
18620000,Fourrures
18800000,Articles chaussants
18810000,Chaussures autres que les chaussures de sport ou de protection
18811000,Chaussures étanches
18812000,Chaussures partiellement en caoutchouc ou en plastique
18812100,Sandales à dessus caoutchouc ou plastique
18812200,Bottes en caoutchouc
18812300,Chaussures de ville à dessus caoutchouc ou plastique
18812400,Tongs
18813000,Chaussures à dessus cuir
18813100,Sandales
18813200,Pantoufles
18813300,Chaussures de ville
18814000,Chaussures à dessus textile
18815000,Bottes
18815100,Bottines
18815200,Bottillons
18815300,Bottes hautes
18815400,Cuissardes
18816000,Galoches
18820000,Chaussures de sport
18821000,Chaussures de ski
18821100,Chaussures de ski de fond
18822000,Chaussures d'entraînement
18823000,Chaussures de montagne
18824000,Chaussures de football
18830000,Chaussures de protection
18831000,Chaussures à embout de protection métallique
18832000,Chaussures spéciales
18832100,Chaussures d'aviateur
18840000,Parties de chaussures
18841000,Dessus de chaussures
18842000,Semelles
18843000,Talons
18900000,"Bagages, sellerie, sacs et sachets"
18910000,Sellerie
18911000,Selles d'équitation
18912000,Cravaches
18913000,Fouets
18920000,Bagages
18921000,Valises
18923000,Bourses et portefeuilles
18923100,Bourses
18923200,Portefeuilles
18924000,Malles
18925000,Porte-gourdes et étuis
18925100,Porte-gourdes
18925200,Étuis
18929000,Trousses de toilette
18930000,Sacs et sachets
18931000,Sacs de voyage
18931100,Sacs à dos
18932000,Sacs de sports
18933000,Sacs pour courrier ou colis
18933100,Sacs postaux
18934000,Sacoches
18935000,Sacs à linge
18936000,Sacs en textile
18937000,Sacs d'emballage
18937100,Sachets d'emballage
18938000,Enveloppes rembourrées
18939000,Sacs à main
19000000,"Produits en cuir et textiles, matériaux en plastique et en caoutchouc"
19100000,Cuir
19110000,Peau de chamois
19120000,Cuir de bovidé ou d'équidé
19130000,"Cuir d'ovin, de caprin ou de porcin"
19131000,Peau de mouton ou d'agneau
19132000,Peau de chèvre ou de chevreau
19133000,Cuir de porcin
19140000,"Cuir d'autres animaux, cuir reconstitué et autres cuirs"
19141000,Cuir d'autres animaux
19142000,Cuir reconstitué
19143000,Similicuir
19144000,Cuir verni
19160000,Bracelets de montre
19170000,Articles en cuir utilisés dans les machines ou les appareils mécaniques
19200000,Textiles et articles connexes
19210000,Tissus
19211000,Tissu synthétique
19211100,Tissu mélangé
19212000,Tissu en coton
19212100,Coutil
19212200,Denim
19212300,Toile
19212310,Articles en toile
19212400,Popeline
19212500,Sangle
19212510,Sangles
19220000,Tissu cardé
19230000,Tissu de lin
19231000,Linge
19240000,Tissu spécial
19241000,Velours
19242000,Tissu éponge
19243000,Tissu d'ameublement
19244000,Tissu à rideaux
19245000,Tissu de doublure
19250000,Tissu tricoté ou crocheté
19251000,Tricot
19251100,Tissu de velours
19252000,Tissu crocheté
19260000,Étoffe
19270000,Tissu non-tissé
19280000,"Laine, cuirs et peaux"
19281000,Laine
19282000,Peaux
19283000,Peaux et plumes d'oiseaux
19400000,Fil textile
19410000,Fibres textiles naturelles
19420000,Fibres textiles artificielles
19430000,Fil textile en fibres naturelles
19431000,Fil de soie
19432000,Fil de laine
19433000,Fil de coton
19434000,Fil de lin
19435000,Fil à coudre en fibres naturelles
19435100,Fil à coudre
19435200,Fil à tricoter
19436000,Fil en fibres textiles végétales
19440000,Fil ou filé synthétique
19441000,Filé synthétique
19442000,Fil synthétique
19442100,Fil à coudre synthétique
19442200,Fil à tricoter synthétique
19500000,Produits en caoutchouc et en plastique
19510000,Produits en caoutchouc
19511000,"Chambres à air, bandes de roulement et flaps en caoutchouc"
19511100,Flaps
19511200,Chambres à air
19511300,Bandes de roulement
19512000,Articles en caoutchouc non vulcanisé
19513000,Tissus caoutchoutés
19513100,Tissu pour cordée de pneumatique
19513200,Ruban adhésif en tissu caoutchouté
19514000,Caoutchouc régénéré
19520000,Produits en plastique
19521000,Produits en polystyrène
19521100,Feuilles de polystyrène
19521200,Plaques de polystyrène
19522000,Résines
19522100,Résine époxy
19522110,Tubes en résine d'époxy
19600000,"Déchets de cuir, déchets textiles, déchets de caoutchouc et déchets de plastique"
19610000,Déchets de cuir
19620000,Déchets textiles
19630000,Déchets de caoutchouc
19640000,Sacs et sachets à ordures en polyéthylène
19700000,Caoutchouc et fibres synthétiques
19710000,Caoutchouc synthétique
19720000,Fibres synthétiques
19721000,Câbles de fibres synthétiques
19722000,Fil à haute ténacité
19723000,Fil à texture simple
19724000,Monofilament synthétique
19730000,Fibres artificielles
19731000,Fibres artificielles discontinues
19732000,Polypropylène
19733000,Fil texturé artificiel
22000000,Imprimés et produits connexes
22100000,"Livres, brochures et dépliants imprimés"
22110000,Livres imprimés
22111000,Livres scolaires
22112000,Manuels scolaires
22113000,Livres de bibliothèque
22114000,"Dictionnaires, cartes, livres de musique et autres livres"
22114100,Dictionnaires
22114200,Atlas
22114300,Cartes
22114310,Plans cadastraux
22114311,Cyanotypies
22114400,Partitions
22114500,Encyclopédies
22120000,Publications
22121000,Publications techniques
22130000,Annuaires
22140000,Dépliants
22150000,Brochures
22160000,Fascicules
22200000,"Journaux, revues spécialisées, périodiques et magazines"
22210000,Journaux
22211000,Revues spécialisées
22211100,Journaux officiels
22212000,Périodiques
22212100,Publications périodiques
22213000,Magazines
22300000,"Cartes postales, cartes de vœux et autres imprimés"
22310000,Cartes postales
22312000,Images
22313000,Décalcomanies
22314000,Dessins
22315000,Photographies
22320000,Cartes de vœux
22321000,Cartes de Noël
22400000,"Timbres, formules de chèque, billets de banque, actions, publicité professionnelle, catalogues et manuels"
22410000,Timbres
22411000,Timbres de Noël
22412000,Nouveaux timbres
22413000,Timbres-épargne
22414000,Carnets de timbres-poste
22420000,Papier timbré
22430000,Billets de banque
22440000,Formules de chèque
22450000,Imprimés infalsifiables
22451000,Passeports
22452000,Formules de mandat de poste
22453000,Vignettes automobiles
22454000,Permis de conduire
22455000,Cartes d'identité
22455100,Bracelet d'identité
22456000,Permis
22457000,Cartes d'accès
22458000,Imprimés sur commande
22459000,Tickets
22459100,Autocollants et bandes publicitaires
22460000,"Publicité professionnelle, catalogues commerciaux et manuels"
22461000,Catalogues
22461100,Porte-liste
22462000,Imprimés publicitaires
22470000,Manuels
22471000,Manuels informatiques
22472000,Manuels d'instruction
22473000,Manuels techniques
22500000,"Plaques ou cylindres d'impression, autre matériel d'imprimerie"
22510000,Plaques offset
22520000,Matériel de gravure sèche
22521000,Matériel d'estampage
22600000,Encre
22610000,Encre d'imprimerie
22611000,Encre pour héliogravure
22612000,Encre de Chine
22800000,"Registres, livres comptables, classeurs, formulaires et autres articles de papeterie imprimés en papier ou en carton"
22810000,Registres en papier ou en carton
22813000,Livres comptables
22814000,Carnets de quittances
22815000,Calepins
22816000,Blocs
22816100,Bloc-notes
22816200,Carnets de sténographie
22816300,Carnets de Post-it
22817000,Agendas ou mémentos personnels
22819000,Carnets d'adresses
22820000,Formulaires
22821000,Formulaires électoraux
22822000,Formulaires commerciaux
22822100,Formulaires commerciaux en continu
22822200,Formulaires commerciaux non continus
22830000,Cahiers d'exercices
22831000,Recharges pour cahiers d'exercices
22832000,Feuilles d'exercices
22840000,Albums pour échantillons
22841000,Albums pour collections
22841100,Carnets de timbres
22841200,Albums de timbres
22850000,Classeurs et accessoires pour classeurs
22851000,Classeurs
22852000,Chemises de classement
22852100,Chemises à dossier
22853000,Bacs à documents
22900000,Imprimés divers
22990000,"Papiers à usage graphique, ni couchés ni enduits"
22991000,Papier journal
22992000,Papier ou carton de fabrication artisanale
22993000,"Papier ou carton photosensible, thermosensible ou thermographique"
22993100,Papier ou carton photosensible
22993200,Papier ou carton thermosensible
22993300,Papier ou carton thermographique
22993400,Papier ou carton ondulé
24000000,Produits chimiques
24100000,Gaz
24110000,Gaz industriels
24111000,"Hydrogène, argon, gaz rares, azote et oxygène"
24111100,Argon
24111200,Gaz rares
24111300,Hélium
24111400,Néon
24111500,Gaz médicaux
24111600,Hydrogène
24111700,Azote
24111800,Azote liquide
24111900,Oxygène
24112000,Composés oxygénés inorganiques
24112100,Dioxyde de carbone
24112200,Oxydes azotés
24112300,Composés oxygénés inorganiques gazeux
24113000,Air liquide et air comprimé
24113100,Air liquide
24113200,Air comprimé
24200000,Colorants et pigments
24210000,"Oxydes, peroxydes et hydroxydes"
24211000,"Oxyde et peroxyde de zinc, oxyde de titane, colorants et pigments"
24211100,Oxyde de zinc
24211200,Peroxyde de zinc
24211300,Oxyde de titane
24212000,"Oxydes et hydroxydes de chrome, de manganèse, de magnésium, de plomb et de cuivre"
24212100,Oxyde de chrome
24212200,Oxyde de manganèse
24212300,Oxyde de plomb
24212400,Oxyde de cuivre
24212500,Oxyde de magnésium
24212600,Hydroxydes pour colorants et pigments
24212610,Hydroxyde de chrome
24212620,Hydroxyde de manganèse
24212630,Hydroxyde de plomb
24212640,Hydroxyde de cuivre
24212650,Hydroxyde de magnésium
24213000,Chaux hydratée
24220000,"Extraits tannants, extraits tinctoriaux, tannins et matières colorantes"
24221000,Extraits tinctoriaux
24222000,Extraits tannants
24223000,Tannins
24224000,Matières colorantes
24225000,Produits de tannage
24300000,Produits chimiques organiques et inorganiques de base
24310000,Produits chimiques inorganiques de base
24311000,"Éléments chimiques, acides inorganiques et composés"
24311100,Métalloïdes
24311110,Phosphures
24311120,Carbures
24311130,Hydrures
24311140,Nitrures
24311150,Azotures
